23.1, 81.4
18.9, 52.6
16.4, 48.4
14.6, 38.0
20.3, 39.4
25.4, 105.0
21.5, 61.9
22.1, 77.3
17.3, 34.0
14.8, 49.8
25.5, 97.0
23.1, 67.8
24.2, 92.7
